700 475
136 123 29
143 127 42
142 123 29
151 127 41
149 138 59
138 126 42
149 127 42
165 138 49
156 141 48
118 119 17
119 114 22
120 119 27
124 122 22
114 107 3
125 116 21
127 123 36
121 111 26
123 116 2
135 131 31
117 115 30
105 109 14
114 115 13
115 115 29
128 121 30
120 114 26
113 104 13
116 111 29
105 105 31
96 104 1
124 117 29
141 123 47
126 126 12
105 111 1
108 105 2
117 109 0
144 132 56
153 140 61
125 122 25
134 120 45
167 145 70
143 131 47
148 137 45
137 127 29
4 98 162
25 96 160
28 98 160
6 98 161
26 99 167
26 101 168
44 104 166
45 107 166
46 110 171
48 107 165
56 107 170
65 114 170
83 122 179
93 135 183
109 141 188
113 148 190
119 151 192
124 152 192
118 150 191
93 137 184
79 126 180
69 115 174
53 112 172
36 107 169
17 101 165
12 100 164
13 101 164
16 101 165
17 96 162
16 99 165
14 104 167
18 99 165
15 100 165
10 97 164
3 101 166
4 99 163
22 99 167
28 103 170
35 106 168
38 106 169
39 105 166
40 105 169
41 107 168
36 106 168
41 106 172
40 109 168
35 109 170
38 108 170
25 106 169
23 104 170
25 103 165
21 105 167
22 102 165
13 103 166
9 101 166
11 103 168
19 104 168
28 103 171
16 105 165
16 103 170
11 106 172
11 105 166
29 104 172
36 107 173
40 110 172
44 114 176
45 113 174
46 114 177
58 121 175
82 131 187
101 144 189
119 152 195
135 163 202
145 167 206
147 170 202
154 173 206
160 181 210
166 181 212
165 185 212
156 177 206
135 164 198
122 154 195
112 149 193
98 138 187
85 135 184
75 128 182
65 128 182
55 122 177
50 114 176
43 114 176
32 110 174
29 107 173
29 108 177
24 109 174
20 109 177
27 108 174
35 110 177
32 110 174
29 110 176
29 108 175
36 111 178
25 110 174
27 110 178
15 108 175
12 110 175
15 108 178
26 109 179
25 115 177
23 106 176
27 110 176
18 110 175
29 109 178
36 111 179
22 109 176
14 111 179
25 109 179
29 112 178
22 111 179
32 113 178
33 112 178
21 115 177
28 113 180
47 118 180
80 131 188
79 134 190
65 127 186
46 117 181
43 114 178
36 115 184
43 116 184
49 118 183
56 122 183
60 122 183
66 128 187
79 129 188
93 141 189
107 147 196
103 143 192
95 141 191
93 141 190
104 146 196
113 151 196
126 161 201
143 169 206
163 187 213
187 202 225
197 208 226
198 209 227
203 211 224
209 216 234
207 217 229
208 215 233
204 211 227
206 213 231
202 214 230
193 209 225
181 197 220
175 193 217
174 194 219
174 191 219
179 193 219
180 196 221
179 195 218
180 191 219
173 193 217
173 189 215
175 193 217
171 191 216
170 190 215
170 187 215
166 185 215
167 189 213
171 191 218
176 193 219
178 194 219
187 202 221
188 203 222
174 190 216
166 186 213
173 193 218
176 192 218
177 195 217
156 181 211
134 167 202
134 168 206
131 163 202
130 163 204
137 170 205
121 159 204
99 147 196
79 139 199
75 135 195
75 140 196
76 138 195
72 134 191
68 134 194
68 133 189
66 134 197
61 131 190
61 129 192
56 130 191
44 130 189
55 133 195
50 130 189
56 132 192
63 131 196
57 131 196
67 133 193
70 134 195
67 133 193
63 133 193
75 140 198
69 138 195
67 137 197
79 140 195
105 148 199
120 158 205
119 157 202
96 146 197
97 149 199
97 147 198
90 146 197
78 139 196
77 139 196
72 136 197
65 140 195
66 137 199
65 137 196
73 139 199
76 141 199
84 140 197
85 141 202
79 139 199
80 140 200
77 144 199
77 142 198
85 146 201
79 145 197
80 142 201
75 141 202
75 141 199
77 142 198
73 142 201
76 142 202
81 144 198
84 145 202
86 146 200
91 146 200
97 153 200
100 152 200
97 147 200
84 145 202
76 142 200
81 146 202
77 142 198
76 142 200
79 144 200
82 144 201
84 145 200
83 145 202
86 149 203
84 142 205
84 147 200
86 149 203
93 148 204
139 169 207
174 190 216
176 191 212
188 201 217
202 210 221
216 219 226
219 221 220
217 221 224
215 219 222
215 216 221
215 218 223
216 216 224
203 210 220
196 204 217
200 206 218
199 205 217
197 205 216
200 208 219
198 204 216
195 205 215
191 203 215
189 201 215
185 197 213
180 196 212
189 201 215
204 206 218
204 208 217
205 207 219
202 209 217
199 206 214
194 204 214
190 199 214
180 195 214
171 189 211
159 186 213
145 176 205
135 173 210
122 166 205
122 165 207
120 164 203
129 169 204
185 194 211
192 201 216
177 193 209
178 194 210
180 193 210
192 200 213
201 206 212
210 211 216
214 214 216
212 210 215
206 211 214
210 211 213
207 210 215
206 209 214
203 206 211
202 205 212
202 205 210
195 201 213
190 196 208
178 191 208
164 184 209
151 181 207
146 177 205
140 173 206
132 168 204
135 171 205
136 170 207
130 173 207
127 172 205
130 170 206
128 167 206
124 169 208
122 168 202
119 169 206
122 167 206
123 169 203
126 168 206
124 170 204
127 171 206
126 170 205
136 171 203
137 172 204
142 173 202
144 178 206
153 181 205
150 180 204
142 176 203
143 177 205
146 175 205
138 171 202
138 175 204
138 174 200
142 176 201
153 181 205
166 183 203
162 183 202
164 185 204
164 180 203
153 179 202
150 177 204
144 175 203
140 175 203
146 178 203
151 179 201
149 177 201
145 177 200
147 178 206
147 177 203
144 178 205
144 175 203
140 177 204
145 176 205
143 175 198
143 179 203
151 180 198
148 179 199
149 176 203
150 177 204
153 177 203
149 177 201
150 177 204
153 177 201
147 179 204
150 178 202
149 177 199
147 177 201
150 178 200
149 177 201
150 178 199
160 182 203
135 147 143
120 106 0
133 120 42
134 121 42
137 126 37
134 124 35
138 128 57
141 132 53
138 124 36
127 115 31
123 125 24
138 139 35
150 146 47
145 141 42
153 141 43
147 133 36
145 130 49
115 112 15
143 141 56
149 144 53
131 126 32
135 127 42
93 94 28
129 127 44
127 118 39
129 119 22
150 140 53
141 131 44
126 120 24
129 120 15
114 111 16
133 125 40
123 116 12
137 131 33
132 121 32
134 124 37
129 124 24
153 142 60
144 126 54
130 117 13
146 132 33
138 127 37
144 133 44
152 133 39
142 138 39
122 122 0
125 121 30
134 130 43
119 112 22
111 103 2
127 118 15
121 115 19
118 112 14
128 125 30
115 115 17
101 99 16
119 113 37
121 117 20
128 118 31
114 118 24
114 118 31
131 124 43
109 104 13
93 98 6
114 116 17
116 119 30
90 87 10
113 109 10
104 112 1
115 113 26
140 121 52
152 136 61
145 127 43
119 114 32
117 110 3
141 136 44
153 141 57
140 132 25
135 127 29
13 97 161
17 95 159
19 94 161
22 98 160
33 102 159
37 106 165
40 106 166
40 104 165
41 108 163
50 109 169
57 113 172
74 121 175
76 123 177
96 134 183
111 146 186
118 147 189
117 149 190
121 151 189
121 148 193
101 139 184
79 126 178
65 120 176
53 112 170
43 109 170
21 101 170
21 98 166
23 101 163
21 99 163
17 100 168
21 98 166
25 100 167
12 100 164
8 97 163
17 101 165
8 100 167
0 99 165
16 103 170
23 104 167
31 105 166
33 107 170
42 107 173
41 107 168
32 106 167
35 107 166
40 108 171
45 109 173
42 107 171
29 107 169
24 108 172
18 103 168
25 104 170
26 101 166
19 102 168
17 100 166
7 105 168
14 102 166
29 104 169
26 104 168
28 108 169
21 104 172
24 105 171
30 102 174
31 105 170
30 108 172
49 112 179
47 116 173
49 115 175
56 118 175
58 124 184
76 129 181
92 133 185
103 146 191
127 160 201
145 169 205
148 168 203
148 173 204
157 177 210
163 184 213
164 185 214
156 179 210
142 164 201
120 154 192
115 148 191
105 143 190
89 137 185
73 130 185
64 123 179
58 120 177
54 116 177
34 112 176
38 111 179
24 109 176
30 109 175
28 109 174
22 112 174
30 107 175
18 107 173
31 110 179
30 108 174
25 109 179
33 111 177
32 110 176
29 108 174
6 108 174
19 108 174
18 110 175
24 107 173
27 110 178
30 109 175
32 110 182
30 109 176
29 110 176
38 111 180
25 110 177
24 108 178
18 112 176
20 113 180
27 108 174
26 111 178
28 113 178
20 114 178
29 114 179
42 116 179
67 128 185
72 131 187
73 128 185
74 128 188
49 120 182
36 115 182
40 118 184
47 118 182
49 120 184
55 124 189
67 129 188
85 132 186
94 141 193
110 148 197
115 149 195
101 145 192
92 142 195
104 148 197
115 154 195
125 160 200
142 165 207
162 183 214
189 201 225
198 204 226
198 210 224
205 210 230
205 214 231
205 214 229
205 214 231
204 213 228
205 212 230
203 215 231
195 211 227
183 198 219
179 195 218
179 197 221
177 193 219
178 194 219
180 198 218
182 198 221
181 195 221
177 194 222
176 192 218
179 193 220
173 190 216
169 191 215
171 188 216
169 189 216
167 188 215
172 192 217
178 194 220
181 198 218
186 201 220
189 204 223
175 192 218
167 187 212
173 193 220
177 193 216
179 195 220
160 183 215
137 170 205
130 165 203
132 164 203
137 166 206
132 168 202
123 160 204
99 147 196
82 138 197
71 133 192
74 134 194
75 136 190
74 136 197
64 137 192
67 132 196
62 132 192
65 130 194
62 130 195
51 131 192
49 130 196
54 130 190
58 132 193
57 133 191
60 129 194
59 130 192
57 131 194
69 133 194
67 133 194
56 136 195
67 135 196
76 138 197
74 135 198
73 138 194
99 149 202
126 164 203
126 165 204
101 148 200
98 150 200
93 149 198
88 148 198
82 143 197
71 136 200
70 139 198
68 137 196
61 137 195
63 138 196
60 139 195
77 139 196
75 142 197
78 140 199
76 141 197
76 141 199
72 138 196
76 141 199
81 142 197
87 144 199
79 141 198
71 141 200
76 142 200
79 140 197
77 141 202
79 142 196
76 145 202
89 146 201
86 146 198
95 148 202
107 153 203
109 155 204
95 148 200
85 147 198
80 142 201
87 144 197
84 145 200
82 145 199
86 145 203
82 145 199
87 144 199
85 146 203
85 144 202
87 148 202
89 145 202
83 148 204
96 154 204
133 167 205
171 188 216
179 194 215
190 204 217
207 214 224
218 217 225
218 219 221
213 218 222
216 217 222
215 216 221
218 215 222
217 216 222
205 209 220
196 204 217
198 204 218
197 205 218
196 204 215
198 204 216
197 203 217
189 201 215
187 203 218
186 197 215
183 194 212
180 196 212
194 203 218
199 205 217
202 209 217
203 207 216
205 209 218
199 208 217
195 203 214
191 198 216
180 193 210
173 191 215
157 183 208
148 178 212
139 171 209
129 168 209
122 166 205
125 164 207
128 167 206
181 193 209
191 200 215
180 196 211
175 190 209
182 196 209
196 203 211
208 209 213
208 212 213
213 212 217
212 211 217
211 212 217
209 212 217
208 212 213
206 210 213
204 208 211
204 207 212
202 205 214
196 203 209
191 199 212
180 193 210
165 185 209
155 181 208
146 175 205
141 174 207
132 172 207
136 172 204
138 172 209
129 170 202
132 172 207
125 171 205
124 168 205
121 169 207
123 169 205
124 168 205
123 169 205
122 170 206
122 168 204
121 170 203
127 169 207
126 171 204
130 173 205
135 171 203
143 174 203
149 176 205
153 179 206
154 182 204
147 176 206
146 177 205
143 177 205
139 174 204
137 174 203
144 173 203
146 178 203
149 179 203
162 183 204
165 182 202
164 182 204
157 184 201
157 178 205
151 175 201
146 176 204
140 177 203
147 177 203
149 179 205
151 179 201
147 177 201
145 175 199
141 175 202
141 177 201
146 176 202
143 177 202
146 176 202
147 177 205
142 176 201
151 179 203
148 181 200
144 175 203
148 178 202
152 180 204
146 178 201
152 180 204
148 180 203
150 178 202
148 178 204
147 180 199
146 181 203
152 180 202
151 178 197
149 179 205
154 182 204
142 147 140
120 107 2
131 114 42
147 135 53
133 126 38
129 122 32
153 139 64
132 125 45
124 114 25
133 124 31
117 120 17
137 138 45
144 138 42
145 141 44
131 123 25
146 136 39
145 133 33
123 122 32
137 133 42
143 133 46
129 126 33
134 130 33
108 105 36
123 116 36
124 115 46
144 127 55
140 129 40
119 110 35
138 122 35
127 117 19
122 118 27
145 127 41
132 126 42
140 138 38
143 133 44
119 111 38
124 123 33
155 141 68
156 131 64
133 122 17
154 139 56
113 107 29
119 116 21
142 131 41
153 137 60
128 115 23
148 139 46
142 132 45
124 118 24
132 119 27
125 118 30
115 109 15
118 115 20
118 118 20
101 103 4
113 110 33
117 112 28
120 109 3
124 121 28
113 115 32
118 111 33
131 124 33
106 109 20
107 110 21
109 114 11
106 105 12
113 102 20
126 121 19
101 110 1
107 107 17
133 121 37
113 99 11
129 121 49
131 115 40
154 140 43
149 136 32
137 131 21
137 133 26
125 119 35
4 96 159
7 96 156
12 97 161
15 95 164
24 99 164
15 101 162
33 103 162
45 103 166
58 110 168
60 115 171
72 117 174
73 123 174
86 130 177
96 134 181
110 148 185
119 148 190
123 150 193
122 149 196
113 148 190
100 136 186
77 127 176
66 118 176
55 114 174
33 108 166
22 104 164
23 100 168
24 99 166
22 100 166
28 103 158
24 102 166
18 102 166
22 102 165
16 101 165
12 97 161
3 101 164
0 99 166
23 102 169
29 103 166
26 104 166
40 105 169
32 106 169
38 106 171
35 105 164
39 107 172
35 110 168
31 111 172
37 107 169
30 105 170
13 105 168
21 105 167
29 105 167
19 103 167
20 101 167
20 103 169
4 101 169
14 103 173
24 103 172
24 105 171
24 106 166
18 108 171
22 106 170
35 106 172
39 108 173
34 108 169
31 112 175
48 112 174
54 113 171
61 120 180
62 121 177
65 119 181
69 124 180
96 136 187
119 152 195
141 167 204
152 172 205
148 171 205
157 176 209
165 184 214
164 183 213
153 176 208
139 168 202
127 156 196
109 146 191
100 141 187
94 140 190
80 129 185
68 122 182
54 120 180
54 118 180
48 113 179
41 110 177
33 110 178
26 109 177
27 106 172
27 110 178
27 108 174
12 109 178
11 110 175
23 108 175
31 109 181
26 110 172
25 108 176
21 108 177
15 110 176
26 109 179
32 110 176
26 111 176
12 110 175
26 109 177
34 109 177
26 109 179
20 112 175
31 110 177
24 112 175
15 112 180
30 111 176
20 109 179
19 111 176
31 110 177
20 112 179
19 110 181
40 116 178
52 120 183
69 127 191
73 132 192
84 133 189
97 138 190
62 122 185
36 113 181
44 117 185
52 117 185
51 120 185
60 124 185
74 130 191
84 133 191
94 140 192
108 152 199
113 151 200
99 142 195
94 141 193
103 147 194
116 155 198
125 160 202
141 167 204
160 186 213
183 201 223
193 204 226
197 209 225
203 212 229
204 216 232
204 213 228
203 211 230
201 213 229
201 213 229
206 215 232
199 207 226
184 201 221
174 192 216
178 194 219
179 195 220
180 196 221
180 198 218
184 201 221
180 198 222
179 195 221
172 192 217
171 188 214
172 192 217
170 190 215
172 189 217
172 192 219
166 190 214
175 195 220
178 194 219
183 200 220
186 202 218
184 201 219
175 192 220
168 190 214
170 190 214
178 194 219
178 194 217
165 186 217
141 171 209
131 164 205
134 163 205
135 169 207
137 169 208
124 163 206
100 147 201
73 135 194
67 133 193
79 135 196
71 135 196
66 134 195
68 132 194
65 131 191
57 133 195
55 131 191
54 130 190
54 129 194
54 129 194
58 132 197
56 130 195
57 133 193
63 128 194
57 131 192
53 133 192
58 134 196
69 134 198
67 133 194
69 134 198
74 135 192
69 141 200
69 135 196
99 149 200
136 170 207
130 165 203
99 149 198
99 151 201
99 151 201
95 146 203
78 140 199
69 140 196
71 137 197
71 137 197
70 136 194
69 137 198
63 138 196
75 140 196
76 141 197
77 142 198
78 142 203
75 141 201
78 140 197
77 142 198
83 142 200
81 142 199
83 144 201
83 143 195
80 142 199
75 140 198
80 142 199
80 140 200
71 144 199
83 147 195
87 146 202
102 154 204
108 156 204
111 158 204
105 157 207
90 145 199
85 147 204
87 143 200
86 145 203
80 142 201
83 146 200
88 145 200
86 145 205
85 146 200
81 146 200
83 146 197
81 146 204
80 147 202
97 154 199
134 168 206
165 184 214
176 191 212
193 205 217
210 213 222
219 216 225
215 216 221
209 214 218
213 216 221
214 217 224
214 217 222
213 217 220
205 212 220
198 208 220
197 203 219
195 204 219
195 205 217
198 206 217
194 202 215
187 199 215
189 197 216
185 196 216
177 194 212
180 196 212
190 202 216
196 206 216
198 205 215
201 210 217
204 208 219
200 206 218
196 205 214
192 201 216
181 194 213
171 189 213
155 182 209
146 177 208
142 174 213
130 169 210
117 165 203
122 164 206
129 168 209
181 198 214
193 200 216
179 192 208
176 191 212
191 200 215
203 208 214
212 213 215
211 212 214
212 213 215
212 211 216
211 210 215
207 211 214
205 210 213
205 208 215
207 208 212
203 206 211
201 206 210
200 203 212
188 198 208
177 193 208
165 187 210
155 179 207
146 177 206
140 173 208
134 175 207
141 177 209
135 174 205
131 172 204
133 169 205
130 170 206
128 171 205
124 168 203
121 169 207
126 170 205
125 169 204
123 168 209
119 167 205
126 170 207
127 169 207
124 170 203
130 173 207
133 174 204
140 173 204
146 177 205
156 179 210
159 181 204
152 178 205
146 176 202
145 174 206
133 174 202
139 176 205
141 174 205
149 176 203
152 178 205
161 181 205
161 181 205
161 183 204
160 180 204
157 179 202
152 178 203
145 177 200
146 176 202
145 177 202
151 177 204
151 178 207
148 178 202
146 176 202
143 177 204
141 175 203
144 175 203
145 175 203
145 175 201
145 176 204
147 179 204
152 176 200
152 180 204
146 178 203
146 177 205
149 180 201
147 179 204
152 178 203
151 179 203
148 180 205
150 178 200
149 181 204
147 177 201
149 179 205
154 181 202
149 179 203
155 181 206
140 147 131
119 105 0
134 121 43
146 135 46
156 146 75
138 131 59
139 132 44
132 121 39
126 121 39
141 134 53
124 128 31
130 134 37
151 142 49
154 142 40
145 137 36
158 144 47
131 125 15
129 134 40
148 140 55
141 134 53
148 141 53
141 134 46
132 125 45
131 121 34
117 111 33
145 127 51
145 131 42
130 122 39
130 121 30
128 120 22
133 128 26
158 143 60
148 139 48
131 130 12
141 131 34
122 113 34
124 114 29
132 117 32
137 122 27
155 129 52
137 126 37
124 119 35
142 133 56
166 144 59
168 148 61
135 123 39
148 137 45
132 126 28
129 118 28
136 121 26
130 115 22
123 113 18
112 111 18
110 108 8
120 114 28
108 109 29
111 110 20
112 114 17
123 118 27
120 117 20
111 100 18
125 110 25
122 118 31
115 114 22
116 115 7
119 111 26
129 117 41
108 115 11
100 108 5
96 103 10
124 124 26
127 119 38
124 114 42
144 134 47
164 147 59
170 152 66
134 132 29
122 124 15
121 123 24
2 94 161
7 95 159
0 95 159
17 96 163
32 100 163
39 105 166
48 107 165
59 111 168
68 117 176
66 117 170
71 121 174
70 122 179
84 128 177
95 137 179
106 148 188
117 150 195
125 153 193
124 154 192
111 146 188
103 136 187
81 127 179
71 116 175
59 114 171
34 106 165
25 104 163
28 104 166
14 99 166
22 102 165
27 100 168
16 101 166
13 101 165
24 102 168
23 101 163
14 98 168
9 98 164
14 102 166
23 102 171
28 103 168
25 105 166
32 108 168
27 107 170
36 105 170
39 107 168
38 106 167
49 107 171
37 108 170
30 110 173
33 109 167
26 106 169
14 103 169
22 104 164
20 101 164
21 105 169
17 102 169
0 100 168
17 102 169
25 106 169
25 104 170
25 106 171
27 106 173
26 105 171
32 107 172
31 106 171
23 107 169
28 109 172
42 110 171
48 114 175
54 119 173
61 115 177
61 115 179
63 119 176
79 129 182
108 141 192
129 162 197
149 172 204
151 174 208
155 176 207
158 182 206
163 182 212
154 177 209
145 167 204
131 156 197
110 147 191
102 142 191
100 137 190
88 134 186
66 127 181
50 120 179
46 114 175
44 111 179
42 109 177
37 110 178
28 109 174
17 105 177
28 109 175
25 108 176
28 107 174
20 109 177
23 108 175
24 109 174
18 107 177
19 108 174
20 109 177
30 108 180
27 110 176
21 111 174
25 107 180
27 108 173
12 109 180
29 108 177
28 112 176
24 112 175
14 108 178
24 112 175
21 110 180
32 111 178
23 111 175
29 113 177
25 112 179
33 111 177
18 112 176
42 118 180
66 121 186
68 124 185
78 130 188
92 138 190
94 140 192
67 122 186
43 114 180
46 117 183
43 115 187
46 120 181
60 124 185
78 133 190
85 136 189
99 145 195
107 147 196
107 144 199
100 141 195
100 144 193
102 146 193
117 149 196
126 157 201
132 163 207
161 180 210
180 196 219
190 203 220
194 205 225
201 213 227
206 216 228
206 216 228
204 210 226
203 212 229
204 213 230
204 213 228
198 209 227
